	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1100	HG Capital	Beijing Bao Dao Healthcare	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	22	16-Nov	2016	0.0	
1101	Old Mutual Alternative Investments	Edinvest	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	6	16-Nov	2016	0.0	
1102	Old Mutual Alternative Investments	Renico	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Home Construction	Household Durables	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	28	16-Nov	2016	0.0	
1103	Investisseurs & Partenaires (I&P)	Pêcheries du Sud	Sub-Saharan Africa	East Africa	Mauritius	MUS	MU	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		16-Nov	2016	0.0	
1104	Ashmore Investment Management	Termo Mechero Morro	Latin America	South America	Colombia	COL	CO	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		16-Nov	2016	0.0	
1105	Ashmore Investment Management	Elecnorte	Latin America	South America	Colombia	COL	CO	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		16-Nov	2016	0.0	
1106	Flint Atlantic Capital, Polaris Partners	Africa Healthcare Network	Sub-Saharan Africa	East Africa	Mauritius	MUS	MU	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		16-Nov	2016	0.0	
1107	Golden Equator Capital, Convergence Ventures, Majuven	Paktor	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		16-Nov	2016	0.0	
1108	responsAbility Investments	PEG Africa	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Credit	Debt	2	16-Nov	2016		
1109	Advantech Capital, IDG Capital Partners (IDGVC), Walden International	Rokid	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	65	16-Nov	2016	0.0	
1110	Primavera Capital Management	Yum! China	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	410	16-Nov	2016	0.0	
1111	Nexus Group	Intralot de Peru	Latin America	South America	Peru	PER	PE	Consumer Services	Travel & Leisure	Travel & Leisure	Gambling	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	69	16-Nov	2016	0.0	
1112	Investisseurs & Partenaires (I&P)	Carrieres et Chaux du Mali	Sub-Saharan Africa	West Africa	Mali	MLI	ML	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Venture Capital		16-Oct	2016	0.0	
1113	Neulogy Ventures	Minty	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		16-Oct	2016	0.0	
1114	Neulogy Ventures	Simmst	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Oct	2016	0.0	
1115	NBK Capital Partners	Perkon	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine		16-Oct	2016		
1116	NBK Capital Partners	Qimam El Hayat International Schools	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Credit	Mezzanine		16-Oct	2016		
1117	Jungle Ventures, 500 Startups, Fenox Venture Capital	Pomelo	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Oct	2016	1.0	
1118	KK Fund	Supplycart	Asia	Southeast Asia	Malaysia	MYS	MY	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Oct	2016	0.0	
1119	Goodwell Investments	Innovative Finance	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Oct	2016	0.0	
1120	SAIF Partners	Shenzhen Orvibo Electronics	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Oct	2016	0.0	
1121	Jaguar Ventures	Conekta	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	16-Oct	2016	0.0	
1122	Gobi Partners	Vinetreetents (Kangteng)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	4	16-Oct	2016	0.0	
1123	Fortune Venture Capital	Malong Technologies	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	9	16-Oct	2016	0.0	
1124	DCM	Beijing Hesi Information Technology (ekuaibao)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	16-Oct	2016	0.0	
1125	IFC Asset Management Company (AMC)	WaveCatcher	Latin America	Central America	Mexico	MEX	MX	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth	175	16-Oct	2016	0.0	
1126	Adobe Capital	Velifin	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Oct	2016	0.0	
1127	Omnivore Capital Management Advisors	Olog Logistics (FR8)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	1	16-Oct	2016	0.0	
1128	Sequoia Capital, Prime Venture Partners	Minions Ventures (KredX)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Oct	2016	0.0	
1129	Baring Vostok Capital Partners, Elbrus Capital	BusFor	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	20	16-Oct	2016	1.0	
1130	Motilal Oswal Private Equity	Ganesh Grains	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	15	16-Oct	2016	1.0	
1131	Middle East Venture Partners (MEVP)	Matic Services	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Oct	2016	0.0	
1132	IDG Capital Partners (IDGVC), China Growth Capital, China International Capital (CICC Private Equity)	Microseer	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Oct	2016	0.0	
1133	Nexxus Capital	Traxion	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		16-Oct	2016	0.0	
1134	Multiples Alternate Asset Management	Arvind	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	111	16-Oct	2016	0.0	
1135	Mayfield Fund	Poncho Hospitality (Box8)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	7	16-Oct	2016	0.0	
1136	Portcapital	Clavis	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Oct	2016	0.0	
1137	3TS Capital Partners	H88	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	6	16-Oct	2016	0.0	
1138	Beenext	Expedient Healthcare Marketing (Healthians)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	3	16-Oct	2016	0.0	
1139	Neulogy Ventures	Matsuko Interactive	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Oct	2016	0.0	
1140	Neulogy Ventures	Youfirst	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Oct	2016	0.0	
1141	Motilal Oswal Private Equity	Dairy Classic Ice Creams	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	16	16-Oct	2016	1.0	
1142	Everstone Capital	Rubicon Research	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout	20	16-Oct	2016	1.0	13.0
1143	Walden International	Aura Semiconductor	Asia	South Asia	India	IND	IN	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Oct	2016	0.0	
1144	New Horizon Capital, GGV Capital	Shanghai Young Zone Culture (Neobear)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	37	16-Oct	2016	0.0	
1145	Quona Capital, Beenext, Rebright Partners	Coins	Asia	Southeast Asia	Philippines	PHL	PH	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Oct	2016	1.0	
1146	Kae Capital	We Organise The Unorganised (WOTU)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		16-Oct	2016	0.0	
1147	China Broadband Capital (CBC), Matrix Partners	91Jinrong	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Oct	2016	0.0	
1148	Legend Capital	Mirage Interactive Studio	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Oct	2016	0.0	
1149	Neulogy Ventures	GA Drilling	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Oct	2016	0.0	
1150	SAIF Partners	Keeko Robotech	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	16-Oct	2016	0.0	
1151	Shunwei Capital Partners	Vinew	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	16-Oct	2016	0.0	
1152	Shenzhen Green Pine Capital Partners	Realbio Technology	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Oct	2016	0.0	
1153	Matrix Partners, Zhenfund	12Sigma	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Oct	2016	0.0	
1154	Northern Light Venture Capital (NLVC), Sinovation Ventures	Hangzhou Yiqiqingchen Xinxijishu (Maihaoche)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	20	16-Oct	2016	0.0	
