	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
10102	Baring Private Equity Asia, Sequoia Capital	Coastal Projects	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth	54	10-Jan	2010	0.0	
10103	Avigo Capital Partners	Naftogaz India	Asia	South Asia	India	IND	IN	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Credit	Mezzanine	14	10-Jan	2010		
10104	Rio Bravo Investimentos	Multdia	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	14	10-Jan	2010	0.0	
10105	TPG	Azul Linhas Aereas Brasileiras	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Airlines	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	30	10-Jan	2010	0.0	45.90330720000001
10106	Sequoia Capital, Aquarius Investment Managers, Helion Venture Partners	Equitas Holdings	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	10	10-Jan	2010	1.0	117.3526447
10107	Madagascar Development Partners	CAM Aviation / Sky Services	Sub-Saharan Africa	East Africa	Madagascar	MDG	MG	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	0.2	10-Jan	2010	0.0	
10108	The Abraaj Group	C&I Leasing	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	10	10-Jan	2010	1.0	
10109	Aton Capital Partners	NetByNet	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Growth	20	10-Jan	2010	0.0	
10110	TPG	Greenko Group	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	PIPE	34	10-Jan	2010	1.0	22.7
10111	Emerging Capital Partners (ECP)	Oragroup	Sub-Saharan Africa	West Africa	Togo	TGO	TG	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		10-Jan	2010	1.0	
10112	The Abraaj Group	Nairobi Women's Hospital	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	3	10-Jan	2010	0.0	
10113	India Equity Partners	IL&FS Education and Technology Services (IETS)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	37	10-Jan	2010	0.0	
10114	Masdar	Enviromena	MENA	Middle East	United Arab Emirates	ARE	AE	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	15	10-Jan	2010	0.0	
10115	Legend Capital	21Cake	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	2	10-Jan	2010	0.0	
10116	Draper Fisher Jurvetson (DFJ), Canaan Partners, SVB Capital (Silicon Valley Bank)	iYogi	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	10-Jan	2010	0.0	
10117	Accel Partners, Arlan Investment Group, Mangrove Capital Partners	KupiVIP	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	20	10-Jan	2010	0.0	
10118	Bancroft Private Equity	Kayalar Kimya	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		10-Jan	2010	1.0	
10119	Mubadala Infrastructure Partners (MIP)	Abu Dhabi Ports Operating Company - Abu Dhabi Terminals	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		10-Jan	2010	0.0	
10120	African Infrastructure Investment Managers (AIIM)	South African Toll Road Company (SATRC)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		10-Jan	2010	0.0	
10121	African Infrastructure Investment Managers (AIIM)	Trans African Concessions	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		10-Jan	2010	0.0	
10122	Schulze Global Investments (SGI)	Flipper International School	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		10-Jan	2010	0.0	
10123	TreeCorp	Splack	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		10-Jan	2010	0.0	
10124	TreeCorp	Mobile People	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		10-Jan	2010	0.0	
10125	Shenzhen Cowin Venture Capital	Ultrawise	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		10-Jan	2010	0.0	
10126	Qiming Venture Partners	YPX Cayman Holdings	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	10	10-Jan	2010	0.0	
10127	Royalton Partners	Energy Power Group (EPG)	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		10-Jan	2010	0.0	
10128	Seedfund	EduSports	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	10-Jan	2010	0.0	
10129	Turkven	DP Eurasia	CEE & CIS	-	CEE & CIS Regional Investment	ECA		Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		10-Jan	2010	0.0	164.0659256
10130	Centras Capital	Kommesk-Omir Insurance	CEE & CIS	Commonwealth of Independent States (CIS)	Kazakhstan	KAZ	KZ	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout		10-Jan	2010	0.0	
10131	Abris Capital Partners	Alumetal	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Basic Materials	Basic Resources	Industrial Metals & Mining	Aluminum	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Buyout		10-Jan	2010	0.0	95.89847617
10132	East Capital	East European Debt Finance - EE DF	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	28	10-Jan	2010	0.0	
10133	DCM	Happy Elements	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	10-Jan	2010	0.0	
10134	Trustbridge Partners (TBP Capital), Zero2IPO Ventures	Qihoo 360 Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	20	10-Jan	2010	1.0	
10135	Sequoia Capital	99vk.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		10-Jan	2010	0.0	
10136	Bain Capital	Hipro Polymers and Casda Biomaterials (Feixiang Chemicals)	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Commodity Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		10-Jan	2010	0.0	365.0
10137	AIF Capital	Shandong Buchang Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		10-Jan	2010	0.0	
10138	China International Capital (CICC Private Equity)	GI Technologies	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	2	10-Jan	2010	0.0	
10139	Norwest Venture Partners (NVP)	Appnomic Systems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	10-Jan	2010	0.0	
10140	The Abraaj Group	Shandong Meiling Group	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	9	10-Jan	2010	0.0	
10141	Tribeca Asset Management	Operador del Terminal de Carga Aeropuerto el Dorado (OTCA)	Latin America	South America	Colombia	COL	CO	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		10-Jan	2010	0.0	56.5
10142	Tribeca Asset Management	Termobarranquilla (TEBSA)	Latin America	South America	Colombia	COL	CO	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		10-Jan	2010	0.0	
10143	Conduit Capital Partners	Santa Catarina	Latin America	Central America	Mexico	MEX	MX	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	16	10-Jan	2010	0.0	
10144	Axxess Capital	Eco-Energ-Lemn (EEL)	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		10-Jan	2010	0.0	
10145	ARX Equity Partners	Lexum Group	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		10-Jan	2010	0.0	
10146	Axxess Capital	SE-GES	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth		10-Jan	2010	0.0	
10147	Endurance Capital Partners	Valmari Dermocosmeticos	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		10-Jan	2010	0.0	
10148	SAIF Partners	Jilin Sky-Scenery Food	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		10-Jan	2010	0.0	
10149	Patria Investimentos	Alliar	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		10-Jan	2010	0.0	
10150	Patria Investimentos	Bio Ritmo	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		10-Jan	2010	0.0	
10151	Jardim Botanico Investimentos (JBI)	SuperBac	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	General Industrials	Diversified Industrials	Industrial Conglomerates	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		10-Jan	2010	0.0	
10152	Jardim Botanico Investimentos (JBI)	MZ Company	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		10-Jan	2010	0.0	
10153	CRP Companhia de Participacoes	Sulmaq	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		10-Jan	2010	0.0	
10154	SAIF Partners	Landun Xumei	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	25	10-Jan	2010	0.0	
10155	Redpoint eVentures	Grupo Xango (PSafe)	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		10-Jan	2010	0.0	
10156	Avallon	AG Foods	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout		10-Jan	2010	0.0	
10157	The Rohatyn Group	ATMU	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		10-Jan	2010	0.0	
10158	Avallon	Organic Farma Zdrowia	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		10-Jan	2010	0.0	
10159	KKR	China Greenland Rundong (Rundong Automobile Group)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	100	10-Jan	2010	0.0	320.4629865
