	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
2734	SoftBank Ventures Korea (SBVK), Altos Ventures	Hyperconnect	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	9	15-Nov	2015	0.0	
2735	IDG Capital Partners (IDGVC), China Broadband Capital (CBC), IDG Capital Partners (IDGVC)	Sungy Mobile	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Buyout		15-Nov	2015	0.0	
2736	Global Brain, 500 Startups, Wavemaker Partners	Arcstone	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2737	Metier	Life and Brand Co	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Nov	2015	0.0	
2738	KKR	Avendus Capital	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	100	15-Nov	2015	0.0	
2739	Aavishkaar Venture Management	North Atlantic (NAI)	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	2	15-Nov	2015	0.0	
2740	Providence Equity Partners	Hathway Cable and Datacom	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	36	15-Nov	2015	0.0	71.7
2741	Kalaari Capital	Pouring Pounds (CashKaro)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	4	15-Nov	2015	0.0	
2742	Venturra Capital, East Ventures	Sociolla	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Nov	2015	0.0	
2743	Legend Capital	Beijing Noitom Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2744	KKR	Yuehai Feed Group	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	100	15-Nov	2015	0.0	
2745	Silicon Badia, Wamda Capital	ArabiaWeather	MENA	Middle East	Jordan	JOR	JO	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-Nov	2015	1.0	
2746	East Ventures	Prinzio	Asia	Southeast Asia	Indonesia	IDN	ID	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	15-Nov	2015	0.0	
2747	Gobi Partners	Hangzhou Indoorgrow Agricultural Technology (iGrow)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2748	Legend Capital	ibuka.cn	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2749	Northern Light Venture Capital (NLVC)	Limixuexi	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Nov	2015	0.0	
2750	Matrix Partners	ETComm Science & Technology	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth	5	15-Nov	2015	0.0	
2751	New Enterprise Associates (NEA)	Beijing Bainbai	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Nov	2015	0.0	
2752	New Enterprise Associates (NEA), Steamboat Ventures	Uroaming	Asia	East Asia	China	CHN	CN	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth	10	15-Nov	2015	0.0	
2753	Hillhouse Capital Management	Aiwujiwu (IWJW)	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		15-Nov	2015	0.0	
2754	CX Partners	Agarwal Packers and Movers	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Credit	Mezzanine	9	15-Nov	2015		
2755	Source Code Capital, Chengwei Ventures, Future Capital, Matrix Partners	Haoche51.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	50	15-Nov	2015	0.0	
2756	Helios Investment Partners	Fawry	MENA	North Africa	Egypt	EGY	EG	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		15-Nov	2015	1.0	
2757	500 Startups, Lumia Capital	Trocafone	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	15-Nov	2015	0.0	
2758	Gobi Partners	Tripvisto	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	15-Nov	2015	0.0	
2759	Golden Gate Ventures	GoQuo	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2760	Golden Gate Ventures	Ruma	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Nov	2015	0.0	
2761	Flexpoint Ford	Veling	Sub-Saharan Africa	East Africa	Mauritius	MUS	MU	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Nov	2015	0.0	
2762	Golden Gate Ventures	Stamp	Asia	Southeast Asia	Thailand	THA	TH	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Nov	2015	0.0	
2763	SAIF Partners	Fizzy Foodlabs	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital	6	15-Nov	2015	0.0	
2764	Inventure	Lingvist	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	15-Nov	2015	0.0	
2765	Madison India Capital	Indian Energy Exchange (IEX)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	1	15-Nov	2015	1.0	42.28549023
2766	Mackenzie Capital	Otto Broker de Asigurare	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	4	15-Nov	2015	0.0	
2767	Tiantu Xingye Venture Capital (Tiantu Capital), Morningside Ventures	Meilapp.com	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		15-Nov	2015	0.0	
2768	The Abraaj Group, Lumia Capital, Wamda Capital	Careem	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Nov	2015	1.0	
2769	Lighthouse Funds	Indian Herbs Specialities	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	11	15-Nov	2015	1.0	
2770	Neulogy Ventures	Limewood	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2771	Sequoia Capital, Beenext	Zilingo	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2772	Unitus Seed Fund	iSTAR	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2773	Abris Capital Partners	Patent Co	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout		15-Nov	2015	0.0	
2774	The Carlyle Group	Tempo Participacoes	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout	83	15-Nov	2015	0.0	23.19439469
2775	IDG Ventures India, 500 Startups, Kalaari Capital	Luxeva (POPxo)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2776	Macquarie Infrastructure and Real Assets (MIRA)	Negros Island Solar Power	Asia	Southeast Asia	Philippines	PHL	PH	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Nov	2015	0.0	
2777	Wavemaker Partners	Einsights	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2778	Crystal Stream Ventures	Beijing Guotang Mobile Network Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	8	15-Nov	2015	0.0	
2779	DT Capital Partners	Shanghai Jiuye Supply Chain Management	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2780	Matrix Partners	Zhuantou Wang	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Asset Managers	Capital Markets	P Collective Investment Vehicles	Collective Investment Vehicles	Private Equity	Venture Capital		15-Nov	2015	0.0	
2781	Legend Capital	Wuhan Topview Network	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2782	Furui Fund (Frees Fund), Shunwei Capital Partners	Shenma Internet of Things Financial Information Service (Shenmajr.com)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	10	15-Nov	2015	0.0	
2783	Morningside Ventures	Meili Jinrong	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Nov	2015	0.0	
2784	SAIF Partners, Qiming Venture Partners, Sinovation Ventures	Zhihu	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	55	15-Nov	2015	0.0	
2785	Nexxus Capital	Portafolio Inmobiliario Estrella (ZKC)	Latin America	Central America	Mexico	MEX	MX	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth		15-Nov	2015	0.0	
2786	Helios Investment Partners	Acorn Group	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth		15-Nov	2015	1.0	
2787	Venturra Capital	Prenetics	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		15-Nov	2015	0.0	
2788	The Abraaj Group	Clinique Specialisee Menara	MENA	North Africa	Morocco	MAR	MA	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		15-Nov	2015	0.0	
2789	The Abraaj Group	Centre de Traitement Al Kindy	MENA	North Africa	Morocco	MAR	MA	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		15-Nov	2015	0.0	
2790	JAFCO Asia, Jungle Ventures	Maiden Marketing (Pokkt.com)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Nov	2015	0.0	
2791	KTB Investment & Securities, IDG Capital Partners (IDGVC)	Mogoroom	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	30	15-Nov	2015	0.0	
2792	Equis	Hydreq/DANS	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Nov	2015	0.0	
2793	500 Startups	Beeketing	Asia	Southeast Asia	Vietnam	VNM	VN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	15-Nov	2015	0.0	
2794	GSR Ventures	Yunnex Information Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2795	UOB Venture Management, JAFCO Asia, Sequoia Capital, TransLink Capital	Appier	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	23	15-Nov	2015	0.0	
2796	IDG Ventures India	Komorebi Tech Solutions (CityFlo)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	15-Nov	2015	0.0	
2797	Astella Investimentos	Itaro	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	15-Nov	2015	0.0	
2798	InvAscent	Synergia Life Sciences	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	PIPE	6	15-Nov	2015	1.0	
2799	500 Startups	Call Levels	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Nov	2015	0.0	
2800	KKR	Emerald Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	300	15-Nov	2015	0.0	
2801	The Carlyle Group	Tongyi Lubricants	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Oil & Gas Producers	Integrated Oil & Gas	Oil, Gas & Consumable Fuels	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Buyout		15-Nov	2015	0.0	
2802	Mid Europa Partners	Customer Management Center (CMC)	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		15-Nov	2015	0.0	
2803	Northern Light Venture Capital (NLVC)	Beijing ZhiMaPai Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Nov	2015	0.0	
2804	Gateway Partners	PT Indomarco Prismatama (Indomaret)	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Nov	2015	0.0	
2805	SSG Capital Management	Amtek Auto Group	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Credit	Debt	30	15-Nov	2015		
2806	EDB Investments (EDBI)	M-DAQ	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Nov	2015	0.0	
2807	Berytech Fund	Appdater (Mobilonia)	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Nov	2015	0.0	
2808	Creation Investments Capital Management	Group Lease	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	16	15-Nov	2015	0.0	
2809	Berytech Fund	Atbaki	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	1	15-Nov	2015	0.0	
2810	Berytech Fund	Ounousa	MENA	Middle East	Lebanon	LBN	LB	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2811	Berytech Fund	Et3arraf	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2812	Leap Ventures	UTURN Entertainment	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	10	15-Nov	2015	0.0	
2813	Amethis Finance	HMAO Group	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		15-Nov	2015	0.0	
2814	TPG	Myanmar Distillery Company (MDC)	Asia	Southeast Asia	Myanmar	MMR	MM	Consumer Goods	Food & Beverage	Beverages	Distillers & Vintners	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout	100	15-Nov	2015	0.0	
2815	Berytech Fund	Cinemoz	MENA	Middle East	Lebanon	LBN	LB	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2816	Berytech Fund	Mobinets	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2817	Berytech Fund	Scriptr.io	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Nov	2015	0.0	
2818	Berytech Fund	Instabeat	MENA	Middle East	Lebanon	LBN	LB	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	15-Nov	2015	0.0	
2819	Cauris Management, AfricInvest	Banque Populaire pour l'Epargne et le Credit (BPEC)	Sub-Saharan Africa	West Africa	Togo	TGO	TG	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	5	15-Oct	2015	0.0	
2820	PC Capital, Creation Investments Capital Management	Te Creemos	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Oct	2015	0.0	
2821	Softbank China Venture Capital (SBCVC)	DayHR	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Oct	2015	1.0	
2822	Shenzhen Capital Group (SCGC)	Czech Republic Supply Chain	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Oct	2015	0.0	
2823	Accel Partners, Jungle Ventures	Mogli Labs (Moglix)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Oct	2015	1.0	
2824	Shenzhen Capital Group (SCGC)	Dalian Yuan of Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Oct	2015	0.0	
2825	Shenzhen Capital Group (SCGC)	Golden Boy Kunshan Software Development	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Oct	2015	0.0	
2826	NewMargin Ventures, Shunwei Capital Partners	Liweijia.com	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	16	15-Oct	2015	0.0	
2827	Shenzhen Capital Group (SCGC)	Suzhou Tiancheng Coating Equipment Engineering	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Oct	2015	0.0	
2828	Kinea Private Equity Investimentos	Eliane Revestimentos Ceramicos	Latin America	South America	Brazil	BRA	BR	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	39	15-Oct	2015	0.0	
2829	Verod Capital Management	The Central Securities Clearing System (CSCS)	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout		15-Oct	2015	0.0	
2830	Softbank China Venture Capital (SBCVC)	Hujiang.com	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth		15-Oct	2015	0.0	
2831	500 Startups	Origa Renting	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Oct	2015	0.0	
2832	Monashees Capital, 500 Startups	Magnetis	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Oct	2015	0.0	
2833	YourNest Angel Fund	Momark	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Oct	2015	0.0	
2834	India Quotient	Aegis Care Advisors (Care24)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	0.4	15-Oct	2015	0.0	
2835	Sequoia Capital, Sinovation Ventures	Xiaoyezi Technology (1tai.com)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Oct	2015	0.0	
2836	Lilly Asia Ventures	MabSpace Biosciences	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	15-Oct	2015	0.0	
2837	Matrix Partners	9Now	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Oct	2015	0.0	
2838	Macquarie Infrastructure and Real Assets (MIRA)	Swarna Tollway	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout	154	15-Oct	2015	0.0	
