	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
6587	EXEO Capital	Mtanga Foods	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	6	13-May	2013	1.0	
6588	Navis Capital Partners	TES-Envirocorp	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Buyout	100	13-May	2013	0.0	
6589	Capital Group Private Markets	ABS-CBN	Asia	Southeast Asia	Philippines	PHL	PH	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	61	13-May	2013	0.0	
6590	SEAVI Advent	Multicon Indrajaya Terminal	Asia	Southeast Asia	Indonesia	IDN	ID	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	17	13-May	2013	0.0	
6591	Middle East Venture Partners (MEVP)	Shawarmanji	MENA	Middle East	Lebanon	LBN	LB	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	0.4	13-May	2013	0.0	
6592	Warburg Pincus	Vincom Retail	Asia	Southeast Asia	Vietnam	VNM	VN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	200	13-May	2013	0.0	
6593	Navis Capital Partners	HG Power Transmission	Asia	Southeast Asia	Malaysia	MYS	MY	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	8	13-May	2013	0.0	
6594	Pearl Capital Partners (PCP)	Forestry and Agricultural Investment Management Africa	Sub-Saharan Africa	East Africa	Rwanda	RWA	RW	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	0.3	13-May	2013	0.0	
6595	Injaro Investments	Proveto	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Credit	Mezzanine		13-May	2013		
6596	XSML	Starz-kin	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		13-May	2013	1.0	
6597	Catalyst Principal Partners	Yes Brands Food & Beverages	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		13-May	2013	1.0	
6598	Fanisi Capital	ProDev Group Holdings	Sub-Saharan Africa	East Africa	Rwanda	RWA	RW	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	2	13-May	2013	1.0	
6599	8 Miles	eleni	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	5	13-May	2013	1.0	
6600	CDH Investments	Mobile World	Asia	Southeast Asia	Vietnam	VNM	VN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	20	13-May	2013	0.0	93.19532789
6601	Metier	ACWA Power Solafrica Bokpoort CSP	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		13-May	2013	1.0	
6602	Morningside Ventures	Souche Holdings	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-May	2013	0.0	
6603	Wayzata Investment Partners	Ramkrishna Forgings	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE		13-Apr	2013	0.0	17.66875051
6604	IFC Asset Management Company (AMC)	Rizal Commercial Banking Corporation (RCBC)	Asia	Southeast Asia	Philippines	PHL	PH	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	100	13-Apr	2013	1.0	216.67162919999998
6605	HPEF Capital Partners (formerly Headland), CHAMP Private Equity	Miclyn Express Offshore	Asia	Southeast Asia	Singapore	SGP	SG	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	PIPE	102	13-Apr	2013	0.0	
6606	DCM	Etouch	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		13-Apr	2013	0.0	
6607	Unitus Seed Fund	Jack On Block	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Apr	2013	0.0	
6608	Enfoca Inversiones	Instituto de Educacion Superior Tecnologico Privado de Formacion Bancaria (IFB)	Latin America	South America	Peru	PER	PE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	6	13-Apr	2013	1.0	
6609	Fulcrum Venture India	Shield Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	4	13-Apr	2013	0.0	
6610	Asian Healthcare Fund, Seedfund	Total Dental Care (MyDentist)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	9	13-Apr	2013	0.0	
6611	Mediterra Capital	Logo Yazilim	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	27	13-Apr	2013	1.0	132.5264656
6612	EMSA Capital	Famed Zywiec	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Buyout		13-Apr	2013	1.0	
6613	AfricInvest	Tejra	MENA	North Africa	Tunisia	TUN	TN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Venture Capital	10	13-Apr	2013	1.0	
6614	Kae Capital	SpaceBound Web Labs (Eventifier)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Apr	2013	0.0	
6615	Unitus Seed Fund	iSTAR	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Apr	2013	0.0	
6616	VTB Capital	National Satellite Company (Tricolor TV)	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth		13-Apr	2013	0.0	
6617	Elbrus Capital	B2B-Center	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth		13-Apr	2013	1.0	
6618	AppWorks Ventures	MIGO	Asia	East Asia	Taiwan	TWN	TW	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Apr	2013	0.0	
6619	CX Partners	Security and Intelligence Services (SIS India)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	92	13-Apr	2013	0.0	
6620	Asia Mezzanine Capital Group	Chevalier International Holdings	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Credit	Mezzanine	30	13-Apr	2013		
6621	Equator Capital Partners, MicroVest Capital Management	Satin Creditcare	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Apr	2013	1.0	43.7487005
6622	CMIA Capital Partners	Shanghai CLB	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		13-Apr	2013	0.0	
6623	India Venture Advisors (IVA)	Global Baroda Hospital	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		13-Apr	2013	0.0	
6624	DILA Capital	Pleuslite	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Apr	2013	0.0	
6625	Databank Agrifund Manager (DAFML)	Interfresh	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	2	13-Apr	2013	0.0	
6626	Blume Ventures	E2E Networks	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	0.1	13-Apr	2013	1.0	
6627	Blume Ventures	Dataweave	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Apr	2013	0.0	
6628	Gulf Capital	Turknet	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Credit	Mezzanine	15	13-Apr	2013		
6629	Blume Ventures	MadRat Games	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.2	13-Apr	2013	0.0	
6630	Blume Ventures	BedBathMore.com	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.2	13-Apr	2013	0.0	
6631	Blume Ventures	CareerVita India	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Apr	2013	0.0	
6632	IDG Capital Partners (IDGVC), Redpoint Ventures	Beijing YangPuWeiYe Technology Development (SecNeo, Bangcle)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	13-Apr	2013	0.0	
6633	Incofin Investment Management	Norandino	Latin America	South America	Peru	PER	PE	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Credit	Debt		13-Apr	2013		
6634	Blume Ventures	NowFloats	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Apr	2013	0.0	
6635	Blume Ventures	Emo2	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Apr	2013	0.0	
6636	The Abraaj Group	ECCO Outsourcing	MENA	North Africa	Egypt	EGY	EG	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Apr	2013	0.0	
6637	Tano Capital	Shree Shubham Logistics	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	15	13-Apr	2013	0.0	
6638	Inventus Capital Partners	eTechAces Marketing and Consulting (PolicyBazaar.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	13-Apr	2013	0.0	
6639	TPG	Flexituff International	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	25	13-Apr	2013	0.0	7.0
6640	Bessemer Venture Partners	Nitrous.IO	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Apr	2013	0.0	
