	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3100	AfricInvest	Platinum Power	MENA	North Africa	Morocco	MAR	MA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	4	15-Sep	2015	0.0	
3101	Qiming Venture Partners, Sinovation Ventures	Biketo.com	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	3	15-Sep	2015	0.0	
3102	GGV Capital, Ventech	Beijing Kaluli Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	15-Sep	2015	0.0	
3103	The Carlyle Group	Hermes	Latin America	South America	Peru	PER	PE	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		15-Sep	2015	0.0	
3104	Baltcap Management	BPT Real Estate	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Buyout		15-Sep	2015	0.0	
3105	Takura Capital	Cairns Holdings	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	33	15-Sep	2015	0.0	
3106	Kukula Capital, eVentures Africa	Dot Com Zambia	Sub-Saharan Africa	East Africa	Zambia	ZMB	ZM	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Sep	2015	0.0	
3107	Sequoia Capital, Source Code Capital	A Little Bit of Technology (Kongkonghu)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Sep	2015	0.0	
3108	Marlow Capital	Just Batteries	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		15-Sep	2015	0.0	
3109	Templeton Asset Management (TAML)	Indo Trans Logistics (ITL)	Asia	Southeast Asia	Vietnam	VNM	VN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	16	15-Sep	2015	0.0	
3110	Actis	Coricraft	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Sep	2015	0.0	
3111	African Infrastructure Investment Managers (AIIM)	Hydroneo Afrique	Sub-Saharan Africa	-	Sub-Saharan Africa Regional Investment	SSA		Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Sep	2015	0.0	
3112	Inovo Venture Capital	Kekemeke	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	0.4	15-Aug	2015	0.0	
3113	Vantage Capital	Servest	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine	11	15-Aug	2015		
3114	Silicon Badia, 500 Startups, Wamda Capital	ShopGo	MENA	Middle East	United Arab Emirates	ARE	AE	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	15-Aug	2015	1.0	
3115	JC Flowers & Company	Acuon Capital (formerly KT Capital)	Asia	East Asia	South Korea	KOR	KR	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	256	15-Aug	2015	0.0	
3116	KK Fund, 500 Startups, Incubate Fund	MotionElements	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		15-Aug	2015	0.0	
3117	Qiming Venture Partners, IDG Capital Partners (IDGVC)	Linjia.me	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3118	Jungle Ventures, 500 Startups	CatchThatBus	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	2	15-Aug	2015	1.0	
3119	Matrix Partners	Xtreme Programming Group (Jizhiyun, Gizwits)	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Aug	2015	0.0	
3120	Sequoia Capital	Akumentis Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	19	15-Aug	2015	0.0	
3121	Northgate Capital	Elara Comunicaciones	Latin America	Central America	Mexico	MEX	MX	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Buyout	33	15-Aug	2015	0.0	
3122	Shenzhen Green Pine Capital Partners, NewMargin Ventures	Shenzhen Yuedong Tianxia Technology (Yundongquan, 51yund.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	15-Aug	2015	0.0	
3123	Piton Capital	BasharSoft (Wuzzuf)	MENA	North Africa	Egypt	EGY	EG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Aug	2015	0.0	
3124	N5 Capital	WeZebra Information Technology	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Aug	2015	0.0	
3125	Lightspeed Venture Partners	Hangzhou Yifang Cloud Network Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Aug	2015	0.0	
3126	Dragonrise Capital	DaDaABC.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3127	Tano Capital	Windlas Biotech	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	12	15-Aug	2015	0.0	
3128	Elevar Equity	Vistaar Financial Services	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Aug	2015	1.0	
3129	VIG Partners, Neoplux	Bodyfriend	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		15-Aug	2015	0.0	
3130	CDH Investments	BusinessBigData	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Aug	2015	0.0	
3131	Gobi Partners	Eko Communications	Asia	Southeast Asia	Thailand	THA	TH	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	15-Aug	2015	0.0	
3132	Alta Growth Capital	Fruehauf de Mexico	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Industrial Engineering	Commercial Vehicles & Trucks	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		15-Aug	2015	1.0	
3133	ON Ventures, Capital Invent	Parkmovil	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Aug	2015	0.0	
3134	India Quotient	Belita Retail	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	0.4	15-Aug	2015	0.0	
3135	ALLVP (Venture Partners Mexico)	Enlight	Latin America	Central America	Mexico	MEX	MX	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Aug	2015	0.0	
3136	Infuse Ventures	Gosolar Ventures (Ezysolare)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	1.0	
3137	Adobe Capital	Provive	Latin America	Central America	Mexico	MEX	MX	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Credit	Mezzanine	2	15-Aug	2015		
3138	Carpediem Capital Partners	Thea Kitchen (Biryani Blues)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Aug	2015	0.0	
3139	Norwest Venture Partners (NVP), Draper Fisher Jurvetson (DFJ), Helion Venture Partners, Nexus Venture Partners, Peepul Capital	RevX	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	4	15-Aug	2015	0.0	
3140	Cathay Capital Private Equity	China Construction Design International (CDDI)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Aug	2015	0.0	
3141	Apax Partners	Shriram City Union Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE		15-Aug	2015	0.0	619.3710605
3142	Saama Capital	EazyDiner	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	3	15-Aug	2015	0.0	
3143	GGV Capital, Shenzhen Oriental Fortune Capital (OFC)	EHang (Ghost Drone)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Aug	2015	1.0	
3144	DCM, Hillhouse Capital Management	Truck Alliance (56qq.cn, Huochebang)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	47	15-Aug	2015	1.0	
3145	Aqua Capital	GeneSeas	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout		15-Aug	2015	0.0	
3146	Monashees Capital	Loggi	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		15-Aug	2015	0.0	
3147	Denham Capital Management	Nexif Energy	Asia	Southeast Asia	Southeast Asia Regional Investment	SAR		Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	200	15-Aug	2015	0.0	
3148	I Squared Capital	Amplus Energy Solutions	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth	150	15-Aug	2015	0.0	
3149	500 Startups	Carsome	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.4	15-Aug	2015	0.0	
3150	India Quotient	Raftaar Technologies (rBus)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Aug	2015	0.0	
3151	Ribbit Capital, e.Bricks Digital, Kaszek Ventures, Valor Capital Group	GuiaBolso	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	7	15-Aug	2015	0.0	
3152	IDG Capital Partners (IDGVC), China Growth Capital	Youche.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3153	Shenzhen Capital Group (SCGC), Legend Capital	Shanghai Huan School Information Technology (59store)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	31	15-Aug	2015	0.0	
3154	Meridian Capital	Shanghai Baiyuan Jinrong Xinxi Fuwu (83chedai)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	2	15-Aug	2015	0.0	
3155	Fortune Venture Capital	Touch (taqu.cn)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3156	Orchid Asia Group Management	Jixiang Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
