	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
7873	hardGAMMA Ventures	Aliganza Fashion Agency	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		12-Mar	2012	0.0	
7874	Middle East Venture Partners (MEVP)	Falafel Games (Mezzabites Technologies)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		12-Mar	2012	0.0	
7875	NewMargin Ventures	TongXing Mine	Asia	East Asia	China	CHN	CN	Basic Materials	Basic Resources	Mining	Gold Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		12-Mar	2012	0.0	
7876	Primavera Capital Management	Xunlei	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	50	12-Mar	2012	0.0	84.9
7877	NewMargin Ventures	Inner Mongolia Tong Li Mining	Asia	East Asia	China	CHN	CN	Basic Materials	Basic Resources	Mining	Gold Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		12-Mar	2012	0.0	
7878	EFG Hermes Private Equity	Damas International	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	85	12-Mar	2012	0.0	430.0
7879	Verusa Private Equity	AnelTech	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE		12-Mar	2012	0.0	
7880	General Atlantic	Aceco TI	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		12-Mar	2012	0.0	
7881	Prax Capital	Beijing Oriental Baby Care Consulting (Oriental Baby Care) (Babycare.cn)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	12-Mar	2012	0.0	
7882	Morningside Ventures	Gaosi Education	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	12-Mar	2012	0.0	
7883	Incofin Investment Management, responsAbility Investments	Electronic Network Cash Tellers (ENCASH)	Asia	Southeast Asia	Philippines	PHL	PH	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	12-Mar	2012	0.0	
7884	The Abraaj Group	The Entertainer	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth		12-Mar	2012	0.0	
7885	BlueRun Ventures	Seastar Games	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		12-Mar	2012	0.0	
7886	F&H Fund Management	Wise Entertainment	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		12-Mar	2012	0.0	
7887	The Abraaj Group	NEP Holdings	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	5	12-Mar	2012	0.0	
7888	EQT	China Healthcare Group (ECON Healthcare)	Asia	Southeast Asia	Singapore	SGP	SG	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	PIPE	14	12-Mar	2012	0.0	
7889	Riverwood Capital	Mandic	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	54	12-Mar	2012	0.0	
7890	BlueRun Ventures	Beijing Spring Rain Software (Chunyu Tianxia)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	12-Mar	2012	0.0	
7891	India Venture Advisors (IVA)	Tulsi Castings and Machining	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	8	12-Mar	2012	0.0	
7892	The CID Group, Global Catalyst Partners	KargoCard	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	12-Mar	2012	0.0	
7893	Accel Partners	Enterprise Nube Solutions	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	12-Mar	2012	0.0	
7894	Zhejiang Sinowisdom Investment Management (Sinowisdom)	Hangzhou Everfine Photo E-Info Co.	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	4	12-Mar	2012	0.0	
7895	Goldman Sachs Merchant Banking Division (MBD)	Paixie	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	12-Mar	2012	0.0	
7896	Sequoia Capital	Growatt New Energy	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	16	12-Mar	2012	0.0	
7897	Lunar Capital Management	Sichuan Zhiqiang Food	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout	50	12-Mar	2012	0.0	
7898	Morgan Stanley Private Equity Asia (MSPEA)	Tianhe Chemicals Group	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	300	12-Mar	2012	0.0	
7899	Haitong-Fortis Private Equity Fund Management	Weihai Golden Sun	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	8	12-Mar	2012	0.0	
7900	Shenzhen Junsheng Capital (Junsan)	Guiyang Shijihengtong Technology	Asia	East Asia	China	CHN	CN	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Venture Capital	5	12-Mar	2012	0.0	
7901	The Rohatyn Group, VantagePoint Capital Partners	InvestLab	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	12-Mar	2012	0.0	
7902	China Soft Capital (China Soft Investment Corporation)	Harbin Sego Sports Franchise	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		12-Mar	2012	0.0	
7903	Jacana Partners	Reltex Tarpaulins (Africa)	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth		12-Mar	2012	0.0	
7904	Insight Venture Partners	Elo7	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Mar	2012	0.0	
7905	Legend Capital	China Yingjia Group Co. (Anhui Yingjia)	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Distillers & Vintners	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		12-Mar	2012	0.0	
7906	WestSummit Capital	Union Optech	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	6	12-Mar	2012	0.0	
7907	Takura Capital	Agricom Trade Exchange	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	3	12-Mar	2012	0.0	
7908	Infinity Group	Solorein Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	12-Mar	2012	0.0	
7909	Aurus	Taggify	Latin America	South America	Chile	CHL	CL	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	1	12-Mar	2012	0.0	
7910	Bozano Investimentos	Estapar	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		12-Mar	2012	0.0	
7911	ChinaEquity, Broad Global Venture Capital Co. / Keiretsu (K4) Forum	CHS Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	5	12-Mar	2012	0.0	
7912	Vision Knight Capital Partners	Allyes Online Media Holding	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth		12-Mar	2012	0.0	190.0
7913	CITIC Capital Partners	China Cinda Asset Management	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Asset Managers	Capital Markets	P Collective Investment Vehicles	Collective Investment Vehicles	Private Equity	Growth	200	12-Mar	2012	0.0	323.731833
7914	BanyanTree Finance	Esskay Auto Finance (SK Finance)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		12-Mar	2012	0.0	
7915	DCM	Accuvally	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Mar	2012	0.0	
7916	Tiantu Xingye Venture Capital (Tiantu Capital)	SnowDragon Beef	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital		12-Mar	2012	0.0	
7917	Ventureast, Zephyr Peacock India	e2E Rail	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	2	12-Mar	2012	1.0	
7918	Warburg Pincus	AU Financiers	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	50	12-Mar	2012	0.0	111.3619584
7919	Tano Capital	Shilpa Medicare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	PIPE	6	12-Mar	2012	0.0	11.9260296
7920	AGC Equity Partners, Macquarie Infrastructure and Real Assets (MIRA), XENON Capital Partners	Enel OGK-5	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	488	12-Mar	2012	1.0	
7921	Ascent Capital India	SuperMarket Grocery Supplies (BigBasket.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	12-Mar	2012	0.0	
7922	India Venture Advisors (IVA)	Vardhman Chemtech	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	14	12-Mar	2012	0.0	
7923	ePlanet Capital	Virgin Mobile Latin America (VMLA)	Latin America	Central America	Mexico	MEX	MX	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth	27	12-Mar	2012	0.0	
7924	Oxley Captal Group	Ushdev International	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE	30	12-Mar	2012	0.0	
7925	Fairwinds Private Equity	Butterfly Gandhimathi Appliances	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	20	12-Mar	2012	0.0	
7926	TVS Capital	Dunar Foods	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	10	12-Mar	2012	0.0	
7927	Providence Equity Partners	Hathway Cable and Datacom	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	42	12-Mar	2012	0.0	71.7
7928	Sequoia Capital, DCM	VIPshop	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	20	12-Mar	2012	1.0	38.4
7929	Hony Capital	NetJets Business Aviation (NetJets China)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Airlines	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		12-Mar	2012	0.0	
7930	TVS Capital, ePlanet Capital	Medfort Hospitals (Maxivision Super Specialty Eye Hospitals)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	3	12-Mar	2012	0.0	
7931	Nirvana Venture Advisors	Games2Win	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		12-Mar	2012	0.0	
7932	Ambit Pragma Ventures	Spear Logistics	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout	7	12-Mar	2012	1.0	
